Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Partner 1,Partner 2
02/12/2017,6,-4.3,82,2.1,0.0,0.0,Winter,No Holiday,Yes,21,64
02/12/2017,7,-4.4,81,2.5,0.0,0.0,Winter,No Holiday,Yes,64,69
02/12/2017,8,-4.2,79,2.1,0.0,0.0,Winter,No Holiday,Yes,51,32
02/12/2017,9,-2.9,68,1.6,0.0,0.0,Winter,No Holiday,Yes,232,250
02/12/2017,10,-0.4,57,1.6,0.0,0.0,Winter,No Holiday,Yes,145,194
02/12/2017,11,1.9,49,1.8,0.0,0.0,Winter,No Holiday,Yes,42,377
02/12/2017,12,4.3,41,1.3,0.0,0.0,Winter,No Holiday,Yes,463,340
02/12/2017,13,6.0,36,1.8,0.0,0.0,Winter,No Holiday,Yes,545,114
02/12/2017,14,7.3,35,1.3,0.0,0.0,Winter,No Holiday,Yes,495,559
02/12/2017,15,,41,2.3,0.0,0.0,Winter,No Holiday,Yes,490,198
02/12/2017,16,6.4,48,2.6,0.0,0.0,Winter,No Holiday,Yes,476,116
02/12/2017,17,6.0,51,2.5,0.0,0.0,Winter,No Holiday,Yes,95,46
02/12/2017,18,5.5,53,1.5,0.0,0.0,Winter,No Holiday,Yes,208,73
02/12/2017,19,5.0,52,2.3,0.0,0.0,Winter,No Holiday,Yes,291,334
02/12/2017,20,4.6,51,1.2,0.0,0.0,Winter,No Holiday,Yes,142,291
02/12/2017,21,4.1,55,1.2,0.0,0.0,Winter,No Holiday,Yes,323,105
02/12/2017,22,3.5,54,1.5,0.0,0.0,Winter,No Holiday,Yes,126,11
02/12/2017,23,4.0,56,1.0,0.0,0.0,Winter,No Holiday,Yes,184,35
03/12/2017,0,4.0,58,1.4,0.0,0.0,Winter,No Holiday,Yes,208,69
03/12/2017,1,3.9,69,1.7,0.0,0.0,Winter,No Holiday,Yes,100,165
03/12/2017,2,,79,1.4,0.0,0.0,Winter,No Holiday,Yes,208,54
03/12/2017,3,3.4,71,1.6,0.5,0.0,Winter,No Holiday,Yes,39,39
03/12/2017,4,3.5,73,1.0,0.0,0.0,Winter,No Holiday,Yes,74,21
03/12/2017,5,3.9,75,1.9,0.0,0.0,Winter,No Holiday,Yes,4,4
03/12/2017,6,3.4,86,2.5,1.0,0.0,Winter,No Holiday,Yes,1,11
03/12/2017,7,3.1,91,1.2,0.0,0.0,Winter,No Holiday,Yes,12,2
03/12/2017,8,3.2,92,1.8,0.0,0.0,Winter,No Holiday,Yes,28,44
03/12/2017,9,3.5,91,1.8,2.5,0.0,Winter,No Holiday,Yes,121,151
03/12/2017,10,4.4,89,2.2,0.0,0.0,Winter,No Holiday,Yes,70,171
03/12/2017,11,5.1,87,1.4,0.0,0.0,Winter,No Holiday,Yes,70,144
03/12/2017,12,5.8,85,1.7,0.0,0.0,Winter,No Holiday,Yes,322,214
03/12/2017,13,6.8,81,1.9,0.0,0.0,Winter,No Holiday,Yes,372,392
03/12/2017,14,7.6,76,1.2,0.0,0.0,Winter,No Holiday,Yes,113,516
03/12/2017,15,8.0,73,1.6,0.0,0.0,Winter,No Holiday,Yes,552,357
03/12/2017,16,,77,1.6,0.0,0.0,Winter,No Holiday,Yes,49,528
03/12/2017,17,6.7,82,1.5,0.0,0.0,Winter,No Holiday,Yes,440,491
03/12/2017,18,6.0,84,1.9,0.0,0.0,Winter,No Holiday,Yes,111,140
03/12/2017,19,5.7,85,1.7,0.0,0.0,Winter,No Holiday,Yes,147,409
03/12/2017,20,5.2,87,1.4,0.0,0.0,Winter,No Holiday,Yes,365,62
03/12/2017,21,4.7,87,1.2,0.0,0.0,Winter,No Holiday,Yes,291,282
03/12/2017,22,4.3,89,1.8,0.0,0.0,Winter,No Holiday,Yes,90,331
03/12/2017,23,3.9,90,1.3,0.0,0.0,Winter,No Holiday,Yes,167,93
04/12/2017,0,4.2,88,0.6,0.0,0.0,Winter,No Holiday,Yes,86,247
04/12/2017,1,4.3,87,0.5,0.0,0.0,Winter,No Holiday,Yes,153,185
04/12/2017,2,4.4,87,1.8,0.0,0.0,Winter,No Holiday,Yes,55,108
04/12/2017,3,3.6,85,2.3,0.0,0.0,Winter,No Holiday,Yes,11,42
04/12/2017,4,2.8,89,1.5,0.0,0.0,Winter,No Holiday,Yes,22,0
04/12/2017,5,2.0,83,2.7,0.0,0.0,Winter,No Holiday,Yes,36,64
04/12/2017,6,1.2,76,3.7,0.1,0.0,Winter,No Holiday,Yes,44,56
04/12/2017,7,0.2,68,3.4,0.0,0.0,Winter,No Holiday,Yes,215,170
04/12/2017,8,-0.8,69,3.5,0.0,0.0,Winter,No Holiday,Yes,398,926
04/12/2017,9,-1.5,47,4.2,0.0,0.0,Winter,No Holiday,Yes,348,277
04/12/2017,10,-1.1,40,4.5,0.0,0.0,Winter,No Holiday,Yes,217,201
04/12/2017,11,-0.5,41,4.1,0.0,0.0,Winter,No Holiday,Yes,305,310
04/12/2017,12,-0.3,38,4.8,0.0,0.0,Winter,No Holiday,Yes,141,147
04/12/2017,13,0.0,30,5.4,0.0,0.0,Winter,No Holiday,Yes,250,388
04/12/2017,14,0.1,27,4.5,0.0,0.0,Winter,No Holiday,Yes,303,191
04/12/2017,15,-0.1,25,5.8,0.0,0.0,Winter,No Holiday,Yes,55,219
04/12/2017,16,-0.2,23,4.7,0.0,0.0,Winter,No Holiday,Yes,271,48
04/12/2017,17,-1.3,26,5.3,0.0,0.0,Winter,No Holiday,Yes,275,246
04/12/2017,18,-2.1,29,3.9,0.0,0.0,Winter,No Holiday,Yes,506,752
04/12/2017,19,-2.9,32,3.2,0.0,0.0,Winter,No Holiday,Yes,202,93
04/12/2017,20,-3.6,38,3.0,0.0,0.0,Winter,No Holiday,Yes,22,316
04/12/2017,21,-4.6,43,4.5,0.0,0.0,Winter,No Holiday,Yes,279,57
04/12/2017,22,-5.3,45,2.5,0.0,0.0,Winter,No Holiday,Yes,160,59
04/12/2017,23,-5.8,44,2.4,0.0,0.0,Winter,No Holiday,Yes,62,38
05/12/2017,0,-6.1,42,2.6,0.0,0.0,Winter,No Holiday,Yes,46,170
05/12/2017,1,-6.5,41,2.8,0.0,0.0,Winter,No Holiday,Yes,50,85
05/12/2017,2,-6.8,41,2.5,0.0,0.0,Winter,No Holiday,Yes,29,104
05/12/2017,3,-6.9,39,2.0,0.0,0.0,Winter,No Holiday,Yes,39,8
05/12/2017,4,-7.2,34,3.0,0.0,0.0,Winter,No Holiday,Yes,18,22
05/12/2017,5,-7.4,33,2.6,0.0,0.0,Winter,No Holiday,Yes,55,37
05/12/2017,6,-7.4,34,3.2,0.0,0.0,Winter,No Holiday,Yes,41,133
05/12/2017,7,-7.5,33,2.2,0.0,0.0,Winter,No Holiday,Yes,152,342
05/12/2017,8,-8.1,36,1.6,0.0,0.0,Winter,No Holiday,Yes,144,47
05/12/2017,9,,31,1.3,0.0,0.0,Winter,No Holiday,Yes,78,235
05/12/2017,10,-5.5,26,2.8,0.0,0.0,Winter,No Holiday,Yes,49,13
05/12/2017,11,-3.9,25,0.0,0.0,0.0,Winter,No Holiday,Yes,241,174
05/12/2017,12,-2.3,25,0.0,0.0,0.0,Winter,No Holiday,Yes,103,24
05/12/2017,13,-1.6,27,0.0,0.0,0.0,Winter,No Holiday,Yes,220,9
05/12/2017,14,-1.1,28,0.0,0.0,0.0,Winter,No Holiday,Yes,50,316
05/12/2017,15,-0.7,28,0.0,0.0,0.0,Winter,No Holiday,Yes,111,270
05/12/2017,16,-0.5,30,0.0,0.0,0.0,Winter,No Holiday,Yes,228,227
05/12/2017,17,-1.6,35,0.0,0.0,0.0,Winter,No Holiday,Yes,188,81
05/12/2017,18,-2.6,40,0.0,0.0,0.0,Winter,No Holiday,Yes,261,717
05/12/2017,19,-3.2,45,0.0,0.0,0.0,Winter,No Holiday,Yes,10,150
05/12/2017,20,-3.5,46,0.0,0.0,0.0,Winter,No Holiday,Yes,219,298
05/12/2017,21,-3.7,47,0.0,0.0,0.0,Winter,No Holiday,Yes,196,114
05/12/2017,22,-2.8,49,0.0,0.0,0.0,Winter,No Holiday,Yes,229,128
05/12/2017,23,-2.5,59,0.0,0.0,0.0,Winter,No Holiday,Yes,10,107
06/12/2017,0,-2.8,77,0.0,0.1,0.1,Winter,No Holiday,Yes,59,139
06/12/2017,1,-3.0,79,0.0,0.0,0.3,Winter,No Holiday,Yes,29,26
06/12/2017,2,-3.0,79,0.0,0.0,0.4,Winter,No Holiday,Yes,57,9
06/12/2017,3,-3.2,78,0.0,0.2,0.4,Winter,No Holiday,Yes,32,3
06/12/2017,4,-3.4,75,0.0,0.0,0.4,Winter,No Holiday,Yes,36,4
06/12/2017,5,-3.6,76,0.0,0.0,0.4,Winter,No Holiday,Yes,71,66
06/12/2017,6,-3.7,76,0.0,0.0,0.4,Winter,No Holiday,Yes,24,43
06/12/2017,7,-4.2,77,0.0,0.0,0.3,Winter,No Holiday,Yes,325,184
06/12/2017,8,-4.2,78,0.0,0.0,0.2,Winter,No Holiday,Yes,2,93
06/12/2017,9,-3.3,70,0.0,0.0,0.2,Winter,No Holiday,Yes,202,227
06/12/2017,10,-0.9,64,0.0,0.0,0.2,Winter,No Holiday,Yes,194,227
06/12/2017,11,1.6,57,1.2,0.0,0.0,Winter,No Holiday,Yes,35,19
06/12/2017,12,2.4,52,0.9,0.0,0.0,Winter,No Holiday,Yes,343,139
06/12/2017,13,4.2,47,1.1,0.0,0.0,Winter,No Holiday,Yes,216,414
06/12/2017,14,5.5,34,1.0,0.0,0.0,Winter,No Holiday,Yes,358,202
06/12/2017,15,5.5,31,3.1,0.0,0.0,Winter,No Holiday,Yes,75,238
06/12/2017,16,5.3,37,2.9,0.0,0.0,Winter,No Holiday,Yes,191,220
06/12/2017,17,4.1,60,2.5,0.0,0.0,Winter,No Holiday,Yes,161,65
06/12/2017,18,1.7,90,1.0,0.3,0.3,Winter,No Holiday,Yes,10,102
06/12/2017,19,1.2,92,0.7,0.0,1.0,Winter,No Holiday,Yes,202,179
06/12/2017,20,1.2,94,0.6,0.0,1.0,Winter,No Holiday,Yes,149,25
06/12/2017,21,1.1,92,0.5,0.7,1.0,Winter,No Holiday,Yes,91,73
06/12/2017,22,1.3,92,0.6,0.0,1.0,Winter,No Holiday,Yes,49,142
06/12/2017,23,1.3,92,0.6,0.0,1.0,Winter,No Holiday,Yes,164,37
07/12/2017,0,1.4,92,0.5,0.0,0.9,Winter,No Holiday,Yes,113,141
07/12/2017,1,1.5,92,0.4,0.0,0.9,Winter,No Holiday,Yes,132,128
07/12/2017,2,1.4,92,0.7,0.0,0.9,Winter,No Holiday,Yes,121,85
07/12/2017,3,1.9,91,1.4,0.0,0.9,Winter,No Holiday,Yes,26,61
07/12/2017,4,1.6,92,0.7,0.0,0.9,Winter,No Holiday,Yes,55,45
07/12/2017,5,1.5,92,1.1,0.0,0.9,Winter,No Holiday,Yes,15,10
07/12/2017,6,1.0,93,0.5,0.0,0.9,Winter,No Holiday,Yes,34,10
07/12/2017,7,,93,0.5,0.0,0.9,Winter,No Holiday,Yes,140,129
07/12/2017,8,-0.2,96,0.8,0.0,0.8,Winter,No Holiday,Yes,225,345
07/12/2017,9,0.1,91,0.8,0.0,0.8,Winter,No Holiday,Yes,240,240
07/12/2017,10,1.1,83,0.7,0.0,0.7,Winter,No Holiday,Yes,124,135
07/12/2017,11,2.3,69,1.7,0.0,0.6,Winter,No Holiday,Yes,172,158
07/12/2017,12,3.7,65,2.4,0.0,0.3,Winter,No Holiday,Yes,20,349
07/12/2017,13,4.1,37,3.1,0.0,0.0,Winter,No Holiday,Yes,170,64
07/12/2017,14,4.4,36,2.7,0.0,0.0,Winter,No Holiday,Yes,239,100
07/12/2017,15,4.0,35,3.1,0.0,0.0,Winter,No Holiday,Yes,115,366
07/12/2017,16,3.2,38,2.9,0.0,0.0,Winter,No Holiday,Yes,182,134
07/12/2017,17,2.1,50,2.0,0.0,0.0,Winter,No Holiday,Yes,545,339
07/12/2017,18,0.7,46,2.7,0.0,0.0,Winter,No Holiday,Yes,459,44
07/12/2017,19,-0.4,47,2.5,0.0,0.0,Winter,No Holiday,Yes,219,33
07/12/2017,20,-1.4,47,2.5,0.0,0.0,Winter,No Holiday,Yes,58,157
07/12/2017,21,-2.2,46,2.2,0.0,0.0,Winter,No Holiday,Yes,103,226
07/12/2017,22,-2.7,48,2.6,0.0,0.0,Winter,No Holiday,Yes,117,47
07/12/2017,23,-3.2,50,2.1,0.0,0.0,Winter,No Holiday,Yes,193,135
08/12/2017,0,-3.5,49,2.6,0.0,0.0,Winter,No Holiday,Yes,179,35
08/12/2017,1,-3.7,50,2.5,0.0,0.0,Winter,No Holiday,Yes,31,143
08/12/2017,2,-4.3,53,1.0,0.0,0.0,Winter,No Holiday,Yes,63,93
08/12/2017,3,-4.8,52,1.6,0.0,0.0,Winter,No Holiday,Yes,80,66
08/12/2017,4,-5.3,53,2.4,0.0,0.0,Winter,No Holiday,Yes,71,39
08/12/2017,5,-5.8,56,2.0,0.0,0.0,Winter,No Holiday,Yes,74,77
08/12/2017,6,-6.0,56,3.5,0.0,0.0,Winter,No Holiday,Yes,40,62
08/12/2017,7,-6.5,57,0.8,0.0,0.0,Winter,No Holiday,Yes,38,162
08/12/2017,8,-7.0,59,0.8,0.0,0.0,Winter,No Holiday,Yes,300,756
08/12/2017,9,-6.7,50,0.9,0.0,0.0,Winter,No Holiday,Yes,181,205
08/12/2017,10,-5.3,44,2.8,0.0,0.0,Winter,No Holiday,Yes,155,254
08/12/2017,11,-3.7,39,1.4,0.0,0.0,Winter,No Holiday,Yes,191,259
08/12/2017,12,-2.0,30,1.4,0.0,0.0,Winter,No Holiday,Yes,136,175
08/12/2017,13,-1.7,28,1.8,0.0,0.0,Winter,No Holiday,Yes,331,207
08/12/2017,14,-1.3,27,3.1,0.0,0.0,Winter,No Holiday,Yes,108,302
08/12/2017,15,-0.8,26,3.3,0.0,0.0,Winter,No Holiday,Yes,164,91
08/12/2017,16,-1.1,24,3.4,0.0,0.0,Winter,No Holiday,Yes,67,383
08/12/2017,17,-2.4,30,2.7,0.0,0.0,Winter,No Holiday,Yes,359,155
08/12/2017,18,-3.1,33,1.2,0.0,0.0,Winter,No Holiday,Yes,511,249
08/12/2017,19,,35,1.1,0.0,0.0,Winter,No Holiday,Yes,324,93
08/12/2017,20,-3.3,34,1.5,0.0,0.0,Winter,No Holiday,Yes,335,269
08/12/2017,21,-3.3,35,0.5,0.0,0.0,Winter,No Holiday,Yes,275,80
08/12/2017,22,-3.4,39,1.2,0.0,0.0,Winter,No Holiday,Yes,281,127
08/12/2017,23,-3.5,43,0.9,0.0,0.0,Winter,No Holiday,Yes,249,65
09/12/2017,0,-3.5,48,0.9,0.0,0.0,Winter,No Holiday,Yes,148,239
09/12/2017,1,-4.1,49,0.6,0.0,0.0,Winter,No Holiday,Yes,291,159
09/12/2017,2,-4.7,50,0.7,0.0,0.0,Winter,No Holiday,Yes,89,193
09/12/2017,3,-4.3,47,0.6,0.0,0.0,Winter,No Holiday,Yes,79,86
09/12/2017,4,-4.3,49,0.7,0.0,0.0,Winter,No Holiday,Yes,89,16
09/12/2017,5,-4.7,49,0.8,0.0,0.0,Winter,No Holiday,Yes,9,9
09/12/2017,6,-5.1,53,0.9,0.0,0.0,Winter,No Holiday,Yes,68,28
09/12/2017,7,-5.5,56,0.8,0.0,0.0,Winter,No Holiday,Yes,38,17
09/12/2017,8,-5.4,56,0.7,0.0,0.0,Winter,No Holiday,Yes,51,154
09/12/2017,9,-4.7,48,1.0,0.0,0.0,Winter,No Holiday,Yes,67,277
09/12/2017,10,-2.2,42,1.3,0.0,0.0,Winter,No Holiday,Yes,77,27
09/12/2017,11,0.0,45,1.1,0.0,0.0,Winter,No Holiday,Yes,203,306
09/12/2017,12,2.4,40,0.8,0.0,0.0,Winter,No Holiday,Yes,281,322
09/12/2017,13,3.9,36,2.0,0.0,0.0,Winter,No Holiday,Yes,332,16
09/12/2017,14,4.7,32,2.2,0.0,0.0,Winter,No Holiday,Yes,49,11
09/12/2017,15,5.2,30,2.0,0.0,0.0,Winter,No Holiday,Yes,533,101
09/12/2017,16,4.4,33,1.6,0.0,0.0,Winter,No Holiday,Yes,539,106
09/12/2017,17,3.5,37,1.8,0.0,0.0,Winter,No Holiday,Yes,375,390
09/12/2017,18,2.5,41,1.0,0.0,0.0,Winter,No Holiday,Yes,250,105
09/12/2017,19,1.5,48,0.4,0.0,0.0,Winter,No Holiday,Yes,35,37
09/12/2017,20,0.8,51,1.4,0.0,0.0,Winter,No Holiday,Yes,121,183
09/12/2017,21,-0.1,55,0.7,0.0,0.0,Winter,No Holiday,Yes,115,120
09/12/2017,22,-0.5,55,0.6,0.0,0.0,Winter,No Holiday,Yes,30,59
09/12/2017,23,-0.1,54,1.3,0.0,0.0,Winter,No Holiday,Yes,72,33
10/12/2017,0,-0.2,55,1.0,0.0,0.0,Winter,No Holiday,Yes,255,138
10/12/2017,1,-0.2,54,0.5,0.0,0.0,Winter,No Holiday,Yes,61,250
10/12/2017,2,0.2,52,0.7,0.0,0.0,Winter,No Holiday,Yes,134,192
10/12/2017,3,0.3,53,0.5,0.0,0.0,Winter,No Holiday,Yes,42,93
10/12/2017,4,0.4,52,1.6,0.0,0.0,Winter,No Holiday,Yes,45,48
10/12/2017,5,0.3,74,1.0,0.0,0.7,Winter,No Holiday,Yes,2,8
10/12/2017,6,-0.5,90,0.9,2.5,2.7,Winter,No Holiday,Yes,9,3
10/12/2017,7,-0.4,92,1.1,0.0,4.0,Winter,No Holiday,Yes,17,14
10/12/2017,8,-0.2,90,1.2,0.0,4.1,Winter,No Holiday,Yes,34,6
10/12/2017,9,0.2,90,1.0,1.6,4.3,Winter,No Holiday,Yes,14,28
10/12/2017,10,0.5,91,0.4,0.0,4.3,Winter,No Holiday,Yes,4,14
10/12/2017,11,0.9,92,0.9,0.0,3.9,Winter,No Holiday,Yes,5,43
10/12/2017,12,2.3,88,0.3,0.0,3.1,Winter,No Holiday,Yes,54,72
10/12/2017,13,3.3,87,1.1,0.0,2.1,Winter,No Holiday,Yes,32,100
10/12/2017,14,4.2,85,0.7,0.0,1.4,Winter,No Holiday,Yes,194,118
10/12/2017,15,6.7,63,4.5,0.0,1.0,Winter,No Holiday,Yes,14,11
10/12/2017,16,5.4,71,3.5,0.0,0.5,Winter,No Holiday,Yes,171,55
10/12/2017,17,3.6,65,4.3,0.0,0.4,Winter,No Holiday,Yes,118,10
10/12/2017,18,2.0,61,3.0,0.0,0.0,Winter,No Holiday,Yes,132,162
10/12/2017,19,1.6,53,4.0,0.0,0.0,Winter,No Holiday,Yes,151,82
10/12/2017,20,0.6,57,3.9,0.0,0.0,Winter,No Holiday,Yes,94,22
10/12/2017,21,0.0,59,3.0,0.0,0.0,Winter,No Holiday,Yes,99,93
10/12/2017,22,-1.0,56,4.7,0.0,0.0,Winter,No Holiday,Yes,97,108
10/12/2017,23,-1.4,43,4.3,0.0,0.0,Winter,No Holiday,Yes,3,21
11/12/2017,0,-2.5,39,3.4,0.0,0.0,Winter,No Holiday,Yes,70,27
11/12/2017,1,-3.4,36,3.8,0.0,0.0,Winter,No Holiday,Yes,39,4
11/12/2017,2,-4.2,35,3.4,0.0,0.0,Winter,No Holiday,Yes,52,64
11/12/2017,3,-4.7,38,2.4,0.0,0.0,Winter,No Holiday,Yes,18,9
11/12/2017,4,-5.2,35,3.2,0.0,0.0,Winter,No Holiday,Yes,27,44
11/12/2017,5,-5.6,38,3.2,0.0,0.0,Winter,No Holiday,Yes,52,1
11/12/2017,6,-5.9,39,2.9,0.0,0.0,Winter,No Holiday,Yes,136,29
11/12/2017,7,-6.0,39,3.1,0.0,0.0,Winter,No Holiday,Yes,99,216
11/12/2017,8,-6.0,38,3.6,0.0,0.0,Winter,No Holiday,Yes,149,117
11/12/2017,9,-5.9,36,5.1,0.0,0.0,Winter,No Holiday,Yes,168,181
11/12/2017,10,-5.3,32,4.5,0.0,0.0,Winter,No Holiday,Yes,186,80
11/12/2017,11,-4.7,36,3.8,0.0,0.0,Winter,No Holiday,Yes,154,6
11/12/2017,12,-5.2,33,4.6,0.0,0.0,Winter,No Holiday,Yes,186,203
11/12/2017,13,-5.4,32,5.1,0.0,0.0,Winter,No Holiday,Yes,163,90
11/12/2017,14,-5.4,31,4.1,0.0,0.0,Winter,No Holiday,Yes,246,15
11/12/2017,15,-5.5,33,4.5,0.0,0.0,Winter,No Holiday,Yes,169,262
11/12/2017,16,-6.0,40,4.0,0.0,0.0,Winter,No Holiday,Yes,184,54
11/12/2017,17,-7.1,44,4.2,0.0,0.0,Winter,No Holiday,Yes,356,331
11/12/2017,18,-7.9,43,3.3,0.0,0.0,Winter,No Holiday,Yes,260,367
11/12/2017,19,-8.6,45,3.9,0.0,0.0,Winter,No Holiday,Yes,189,184
11/12/2017,20,-9.3,49,3.8,0.0,0.0,Winter,No Holiday,Yes,157,16
11/12/2017,21,-9.7,51,2.5,0.0,0.0,Winter,No Holiday,Yes,66,31
11/12/2017,22,-10.2,50,3.0,0.0,0.0,Winter,No Holiday,Yes,61,0
11/12/2017,23,-10.7,53,1.2,0.0,0.0,Winter,No Holiday,Yes,73,149
12/12/2017,0,-11.0,51,1.1,0.0,0.0,Winter,No Holiday,Yes,51,53
12/12/2017,1,-11.2,51,1.1,0.0,0.0,Winter,No Holiday,Yes,81,34
12/12/2017,2,-11.5,50,0.7,0.0,0.0,Winter,No Holiday,Yes,88,59
12/12/2017,3,-11.6,50,2.2,0.0,0.0,Winter,No Holiday,Yes,11,36
12/12/2017,4,-11.6,47,2.1,0.0,0.0,Winter,No Holiday,Yes,2,11
12/12/2017,5,-11.6,45,2.8,0.0,0.0,Winter,No Holiday,Yes,50,59
12/12/2017,6,-11.8,47,2.5,0.0,0.0,Winter,No Holiday,Yes,96,72
12/12/2017,7,-12.1,50,2.3,0.0,0.0,Winter,No Holiday,Yes,167,38
12/12/2017,8,-12.3,52,1.3,0.0,0.0,Winter,No Holiday,Yes,105,554
12/12/2017,9,-11.8,46,2.9,0.0,0.0,Winter,No Holiday,Yes,132,75
12/12/2017,10,-10.5,45,3.3,0.0,0.0,Winter,No Holiday,Yes,184,41
12/12/2017,11,-9.4,42,3.1,0.0,0.0,Winter,No Holiday,Yes,66,2
12/12/2017,12,-8.3,35,2.9,0.0,0.0,Winter,No Holiday,Yes,88,207
12/12/2017,13,-6.9,37,2.4,0.0,0.0,Winter,No Holiday,Yes,38,110
12/12/2017,14,-5.4,32,2.0,0.0,0.0,Winter,No Holiday,Yes,96,205
12/12/2017,15,-5.8,30,2.8,0.0,0.0,Winter,No Holiday,Yes,85,18
12/12/2017,16,-6.0,29,2.8,0.0,0.0,Winter,No Holiday,Yes,232,64
12/12/2017,17,-7.0,32,2.6,0.0,0.0,Winter,No Holiday,Yes,71,223
12/12/2017,18,-7.7,36,1.0,0.0,0.0,Winter,No Holiday,Yes,235,24
12/12/2017,19,-8.2,43,1.1,0.0,0.0,Winter,No Holiday,Yes,49,186
12/12/2017,20,-8.4,42,1.0,0.0,0.0,Winter,No Holiday,Yes,259,131
12/12/2017,21,-8.8,43,1.4,0.0,0.0,Winter,No Holiday,Yes,7,220
12/12/2017,22,-9.0,45,1.3,0.0,0.0,Winter,No Holiday,Yes,76,84
12/12/2017,23,-9.3,47,2.1,0.0,0.0,Winter,No Holiday,Yes,81,74
13/12/2017,0,-9.5,48,1.3,0.0,0.0,Winter,No Holiday,Yes,141,13
13/12/2017,1,-10.2,52,1.6,0.0,0.0,Winter,No Holiday,Yes,169,94
13/12/2017,2,-10.4,53,1.8,0.0,0.0,Winter,No Holiday,Yes,65,105
13/12/2017,3,-10.9,55,1.8,0.0,0.0,Winter,No Holiday,Yes,46,19
13/12/2017,4,-11.4,58,1.3,0.0,0.0,Winter,No Holiday,Yes,19,15
13/12/2017,5,,58,1.1,0.0,0.0,Winter,No Holiday,Yes,54,24
13/12/2017,6,-11.9,57,1.1,0.0,0.0,Winter,No Holiday,Yes,101,108
13/12/2017,7,-11.7,53,1.6,0.0,0.0,Winter,No Holiday,Yes,121,68
13/12/2017,8,-11.4,47,3.3,0.0,0.0,Winter,No Holiday,Yes,377,425
13/12/2017,9,-11.1,46,3.4,0.0,0.0,Winter,No Holiday,Yes,337,217
13/12/2017,10,-9.5,39,2.1,0.0,0.0,Winter,No Holiday,Yes,134,46
13/12/2017,11,-8.1,35,1.8,0.0,0.0,Winter,No Holiday,Yes,109,71
13/12/2017,12,-6.5,30,2.9,0.0,0.0,Winter,No Holiday,Yes,206,186
13/12/2017,13,-5.8,28,2.9,0.0,0.0,Winter,No Holiday,Yes,125,56
13/12/2017,14,-4.7,27,2.9,0.0,0.0,Winter,No Holiday,Yes,60,106
13/12/2017,15,-4.9,26,3.1,0.0,0.0,Winter,No Holiday,Yes,222,239
